department,semester,code,subject,filename,size_mb,archive
Geoinformatics Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,geoinformatics-technology.zip
Geoinformatics Technology,2,25812,Physical Education & Life Skills Development,Physical Education & Life Skills Development.pdf,68.0,geoinformatics-technology.zip
Geoinformatics Technology,2,25922,Physics -II,Physics -II.pdf,133.4,geoinformatics-technology.zip
Geoinformatics Technology,3,25913,Chemestry,Chemestry.pdf,143.9,geoinformatics-technology.zip
Geoinformatics Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,geoinformatics-technology.zip
Geoinformatics Technology,4,25831,Business Communication,Business Communication.pdf,60.6,geoinformatics-technology.zip
Geoinformatics Technology,4,26431,Structural Mechanics,Structural Mechanics.pdf,138.2,geoinformatics-technology.zip
Geoinformatics Technology,5,25841,Accounting,Accounting.pdf,67.1,geoinformatics-technology.zip
Geoinformatics Technology,5,29041,Environmental Studies,Environmental Studies.pdf,139.7,geoinformatics-technology.zip
Geoinformatics Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,geoinformatics-technology.zip
Geoinformatics Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,geoinformatics-technology.zip
Geoinformatics Technology,7,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,geoinformatics-technology.zip
Glass Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,glass-technology.zip
Glass Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,glass-technology.zip
Glass Technology,1,25831,Business Communication,Business Communication.pdf,60.6,glass-technology.zip
Glass Technology,1,25913,Chemesitry,Chemesitry.pdf,143.9,glass-technology.zip
Glass Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,glass-technology.zip
Glass Technology,1,25712,English-I,English-I.pdf,242.2,glass-technology.zip
Glass Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,glass-technology.zip
Glass Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,glass-technology.zip
Glass Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,glass-technology.zip
Glass Technology,2,25722,English-II,English-II.pdf,160.1,glass-technology.zip
Glass Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,glass-technology.zip
Glass Technology,2,25812,Physical Education & Life skill Development,Physical Education & Life skill Development.pdf,68.0,glass-technology.zip
Glass Technology,2,25912,Physics -I,Physics -I.pdf,110.1,glass-technology.zip
Glass Technology,2,25811,Social Science,Social Science.pdf,149.7,glass-technology.zip
Glass Technology,3,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,glass-technology.zip
Glass Technology,3,28511,Computer Office Application,Computer Office Application.pdf,114.3,glass-technology.zip
Glass Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,glass-technology.zip
Glass Technology,3,25922,Physics-II,Physics-II.pdf,133.4,glass-technology.zip
Glass Technology,4,25841,Accounting,Accounting.pdf,67.1,glass-technology.zip
Glass Technology,4,26875,Automation Engineering & PLC,Automation Engineering & PLC.pdf,110.3,glass-technology.zip
Glass Technology,5,25852,Industrial Management,Industrial Management.pdf,103.8,glass-technology.zip
Glass Technology,5,25851,Principle of Marketing,Principle of Marketing.pdf,91.8,glass-technology.zip
Glass Technology,6,29041,Environmental Studies,Environmental Studies.pdf,139.7,glass-technology.zip
Glass Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,glass-technology.zip
Graphic Design Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,graphic-design-technology.zip
Graphic Design Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,graphic-design-technology.zip
Graphic Design Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,graphic-design-technology.zip
Graphic Design Technology,1,25712,English-I,English-I.pdf,242.2,graphic-design-technology.zip
Graphic Design Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,graphic-design-technology.zip
Graphic Design Technology,1,25812,Physical Education & Life skills Development,Physical Education & Life skills Development.pdf,68.0,graphic-design-technology.zip
Graphic Design Technology,1,25912,Physics-I,Physics-I.pdf,110.1,graphic-design-technology.zip
Graphic Design Technology,1,25811,Social Science,Social Science.pdf,149.7,graphic-design-technology.zip
Graphic Design Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,graphic-design-technology.zip
Graphic Design Technology,2,26711,Basic Electricity,Basic Electricity.pdf,102.0,graphic-design-technology.zip
Graphic Design Technology,2,28511,Computer Office Application,Computer Office Application.pdf,114.3,graphic-design-technology.zip
Graphic Design Technology,2,25722,English-II,English-II.pdf,160.1,graphic-design-technology.zip
Graphic Design Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,graphic-design-technology.zip
Graphic Design Technology,2,25922,Physics -II,Physics -II.pdf,133.4,graphic-design-technology.zip
Graphic Design Technology,3,26811,Basic Electronics,Basic Electronics.pdf,101.4,graphic-design-technology.zip
Graphic Design Technology,3,25831,Business Communication,Business Communication.pdf,60.6,graphic-design-technology.zip
Graphic Design Technology,3,25913,Chemistry,Chemistry.pdf,143.9,graphic-design-technology.zip
Graphic Design Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,graphic-design-technology.zip
Graphic Design Technology,4,25841,Accounting,Accounting.pdf,67.1,graphic-design-technology.zip
Graphic Design Technology,4,29041,Environmental Studies,Environmental Studies.pdf,139.7,graphic-design-technology.zip
Graphic Design Technology,5,25852,Industrial Management,Industrial Management.pdf,103.8,graphic-design-technology.zip
Graphic Design Technology,6,25851,Principle of Marketing,Principle of Marketing.pdf,91.8,graphic-design-technology.zip
Graphic Design Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,graphic-design-technology.zip
Land Resources Survey & Environment Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,1,25712,English-I,English-I.pdf,242.2,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,1,25911,Mathematics-I,Mathematics-I.pdf,107.4,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,1,25912,Physics-I,Physics-I.pdf,110.1,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,1,25811,Social Science,Social Science.pdf,149.7,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,25721,Bangla-II,Bangla-II.pdf,163.4,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,28511,Computer Office Application,Computer Office Application.pdf,114.3,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,25722,English -II,English -II.pdf,160.1,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,25812,Physical Education & Life skills,Physical Education & Life skills.pdf,68.0,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,2,25922,Physics -II,Physics -II.pdf,133.4,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,3,25913,Chemestry,Chemestry.pdf,143.9,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,4,25831,Business Communication,Business Communication.pdf,60.6,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,4,26431,Structural Mechanics,Structural Mechanics.pdf,138.2,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,5,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,6,25841,Accounting,Accounting.pdf,67.1,land-resources-survey-environment-technology.zip
Land Resources Survey & Environment Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,land-resources-survey-environment-technology.zip
Marine Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,marine-technology.zip
Marine Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,marine-technology.zip
Marine Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,marine-technology.zip
Marine Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,marine-technology.zip
Marine Technology,1,25712,English-I,English-I.pdf,242.2,marine-technology.zip
Marine Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,marine-technology.zip
Marine Technology,1,25812,Physical Education & Life skills Development,Physical Education & Life skills Development.pdf,68.0,marine-technology.zip
Marine Technology,1,25912,Physics-I,Physics-I.pdf,110.1,marine-technology.zip
Marine Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,marine-technology.zip
Marine Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,marine-technology.zip
Marine Technology,2,25913,Chemistry,Chemistry.pdf,143.9,marine-technology.zip
Marine Technology,2,25722,English-II,English-II.pdf,160.1,marine-technology.zip
Marine Technology,2,27012,Machine Shop Practice I,Machine Shop Practice I.pdf,111.4,marine-technology.zip
Marine Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,marine-technology.zip
Marine Technology,2,25922,Physics -II,Physics -II.pdf,133.4,marine-technology.zip
Marine Technology,3,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,marine-technology.zip
Marine Technology,3,27032,Machine Shop Practice II,Machine Shop Practice II.pdf,93.8,marine-technology.zip
Marine Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,marine-technology.zip
Marine Technology,3,25811,Social Science,Social Science.pdf,149.7,marine-technology.zip
Marine Technology,4,25841,Accounting,Accounting.pdf,67.1,marine-technology.zip
Marine Technology,4,28511,Computer Office Appilication,Computer Office Appilication.pdf,114.3,marine-technology.zip
Marine Technology,4,27043,Metallurgy,Metallurgy.pdf,81.6,marine-technology.zip
Marine Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,marine-technology.zip
Marine Technology,6,27061,Strength of Materials,Strength of Materials.pdf,101.3,marine-technology.zip
Marine Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,marine-technology.zip
Marine Technology,7,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,marine-technology.zip
Marine Technology,7,27231,RAC Cycles & Components,RAC Cycles & Components.pdf,89.8,marine-technology.zip
Mechanical Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,mechanical-technology.zip
Mechanical Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,mechanical-technology.zip
Mechanical Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,mechanical-technology.zip
Mechanical Technology,1,25712,English-I,English-I.pdf,242.2,mechanical-technology.zip
Mechanical Technology,1,27012,Machine Shop Practice I,Machine Shop Practice I.pdf,111.4,mechanical-technology.zip
Mechanical Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,mechanical-technology.zip
Mechanical Technology,1,25812,Physical Education & Life Skills Development,Physical Education & Life Skills Development.pdf,68.0,mechanical-technology.zip
Mechanical Technology,1,25912,Physics -I,Physics -I.pdf,110.1,mechanical-technology.zip
Mechanical Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,mechanical-technology.zip
Mechanical Technology,2,26711,Basic Electricity,Basic Electricity.pdf,102.0,mechanical-technology.zip
Mechanical Technology,2,25913,Chemistry,Chemistry.pdf,143.9,mechanical-technology.zip
Mechanical Technology,2,25722,English-II,English-II.pdf,160.1,mechanical-technology.zip
Mechanical Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,mechanical-technology.zip
Mechanical Technology,2,27021,Mechanical Engineering Drawing,Mechanical Engineering Drawing.pdf,79.7,mechanical-technology.zip
Mechanical Technology,2,25922,Physics -II,Physics -II.pdf,133.4,mechanical-technology.zip
Mechanical Technology,3,25831,Business Communication,Business Communication.pdf,60.6,mechanical-technology.zip
Mechanical Technology,3,28511,Computer Office Application,Computer Office Application.pdf,114.3,mechanical-technology.zip
Mechanical Technology,3,27032,Machine Shop Practice-II,Machine Shop Practice-II.pdf,93.8,mechanical-technology.zip
Mechanical Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,mechanical-technology.zip
Mechanical Technology,3,27231,RAC Cycles and Components,RAC Cycles and Components.pdf,89.8,mechanical-technology.zip
Mechanical Technology,3,25811,Social Science,Social Science.pdf,149.7,mechanical-technology.zip
Mechanical Technology,4,25841,Accounting,Accounting.pdf,67.1,mechanical-technology.zip
Mechanical Technology,4,26811,Basic Electronics,Basic Electronics.pdf,101.4,mechanical-technology.zip
Mechanical Technology,4,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,mechanical-technology.zip
Mechanical Technology,4,29041,Environmental Studies,Environmental Studies.pdf,139.7,mechanical-technology.zip
Mechanical Technology,4,27042,Machine Shop Practice III,Machine Shop Practice III.pdf,45.5,mechanical-technology.zip
Mechanical Technology,4,27043,Metallurgy,Metallurgy.pdf,81.6,mechanical-technology.zip
Mechanical Technology,5,27053,Advanced Welding-I,Advanced Welding-I.pdf,182.0,mechanical-technology.zip
Mechanical Technology,5,27051,Fluid Mechanics & Machineries,Fluid Mechanics & Machineries.pdf,138.6,mechanical-technology.zip
Mechanical Technology,5,27054,Foundry & Pattern Making,Foundry & Pattern Making.pdf,139.1,mechanical-technology.zip
Mechanical Technology,5,25852,Industrial Management,Industrial Management.pdf,103.8,mechanical-technology.zip
Mechanical Technology,5,27052,Mechanical Estimating & Costing,Mechanical Estimating & Costing.pdf,95.9,mechanical-technology.zip
Mechanical Technology,5,28567,Progamming in C,Progamming in C.pdf,143.8,mechanical-technology.zip
Mechanical Technology,6,27064,Advanced Welding-II,Advanced Welding-II.pdf,73.2,mechanical-technology.zip
Mechanical Technology,6,26211,Automobile Fundamentals,Automobile Fundamentals.pdf,139.1,mechanical-technology.zip
Mechanical Technology,6,27062,Mechanical Measurement & Metrology,Mechanical Measurement & Metrology.pdf,105.9,mechanical-technology.zip
Mechanical Technology,6,27065,Plant Engineering & Maintainance,Plant Engineering & Maintainance.pdf,108.5,mechanical-technology.zip
Mechanical Technology,6,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,mechanical-technology.zip
Mechanical Technology,6,27061,Strength of Materials,Strength of Materials.pdf,101.3,mechanical-technology.zip
Mechanical Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,mechanical-technology.zip
Mechanical Technology,7,29231,Mechatronics & PLC,Mechatronics & PLC.pdf,156.5,mechanical-technology.zip
Mechanical Technology,7,27075,Production Planning & Control,Production Planning & Control.pdf,141.9,mechanical-technology.zip
Mechatronics Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,mechatronics-technology.zip
Mechatronics Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,mechatronics-technology.zip
Mechatronics Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,mechatronics-technology.zip
Mechatronics Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,mechatronics-technology.zip
Mechatronics Technology,1,25712,English-I,English-I.pdf,242.2,mechatronics-technology.zip
Mechatronics Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,mechatronics-technology.zip
Mechatronics Technology,1,25812,Physical Education & Life Skills Development,Physical Education & Life Skills Development.pdf,68.0,mechatronics-technology.zip
Mechatronics Technology,1,25912,Physics -I,Physics -I.pdf,110.1,mechatronics-technology.zip
Mechatronics Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,mechatronics-technology.zip
Mechatronics Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,mechatronics-technology.zip
Mechatronics Technology,2,25722,English-II,English-II.pdf,160.1,mechatronics-technology.zip
Mechatronics Technology,2,27012,Machine Shop Practice I,Machine Shop Practice I.pdf,111.4,mechatronics-technology.zip
Mechatronics Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,mechatronics-technology.zip
Mechatronics Technology,2,27021,Mechanical Engineering Drawing,Mechanical Engineering Drawing.pdf,79.7,mechatronics-technology.zip
Mechatronics Technology,2,25922,Physics-II,Physics-II.pdf,133.4,mechatronics-technology.zip
Mechatronics Technology,3,25831,Business Communication,Business Communication.pdf,60.6,mechatronics-technology.zip
Mechatronics Technology,3,25913,Chemistry,Chemistry.pdf,143.9,mechatronics-technology.zip
Mechatronics Technology,3,28511,Computer Office Application,Computer Office Application.pdf,114.3,mechatronics-technology.zip
Mechatronics Technology,3,26821,Electronic Devices & Circuits,Electronic Devices & Circuits.pdf,112.1,mechatronics-technology.zip
Mechatronics Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,mechatronics-technology.zip
Mechatronics Technology,3,25811,Social Science,Social Science.pdf,149.7,mechatronics-technology.zip
Mechatronics Technology,4,25841,Accounting,Accounting.pdf,67.1,mechatronics-technology.zip
Mechatronics Technology,4,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,mechatronics-technology.zip
Mechatronics Technology,4,29041,Environmental Studies,Environmental Studies.pdf,139.7,mechatronics-technology.zip
Mechatronics Technology,4,27032,Machine Shop Practice II,Machine Shop Practice II.pdf,93.8,mechatronics-technology.zip
Mechatronics Technology,4,28567,Progamming in C,Progamming in C.pdf,143.8,mechatronics-technology.zip
Mechatronics Technology,5,26845,Digital Electronics,Digital Electronics.pdf,58.8,mechatronics-technology.zip
Mechatronics Technology,5,27051,Fluid Mechanics & Machineries,Fluid Mechanics & Machineries.pdf,138.6,mechatronics-technology.zip
Mechatronics Technology,5,25852,Industrial Management,Industrial Management.pdf,103.8,mechatronics-technology.zip
Mechatronics Technology,5,27152,Power Plant Enginnering,Power Plant Enginnering.pdf,144.6,mechatronics-technology.zip
Mechatronics Technology,5,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,mechatronics-technology.zip
Mechatronics Technology,6,27062,Mechanical Measurement & Metrology,Mechanical Measurement & Metrology.pdf,105.9,mechatronics-technology.zip
Mechatronics Technology,6,27061,Strength of Materials,Strength of Materials.pdf,101.3,mechatronics-technology.zip
Mechatronics Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,mechatronics-technology.zip
Mechatronics Technology,7,27075,Production Planning & Control,Production Planning & Control.pdf,141.9,mechatronics-technology.zip
Petroleum and Mining Technology,1,26811,Basic Electronics,Basic Electronics.pdf,101.4,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,1,25712,English-I,English-I.pdf,242.2,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,1,25911,Mathematics-I,Mathematics-I.pdf,107.4,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,1,25912,Physics-I,Physics-I.pdf,110.1,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,1,25811,Social Science,Social Science.pdf,149.7,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,2,25711,Bangla-I,Bangla-I.pdf,110.2,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,2,26711,Basic Electricity,Basic Electricity.pdf,102.0,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,2,25722,English-II,English-II.pdf,160.1,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,2,27012,Machine Shop Practice,Machine Shop Practice.pdf,111.4,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,2,25922,Physics-II,Physics-II.pdf,133.4,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,3,25721,Bangla-II,Bangla-II.pdf,163.4,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,3,25831,Business Communication,Business Communication.pdf,60.6,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,3,25913,Chemistry,Chemistry.pdf,143.9,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,3,28511,Computer Office Application,Computer Office Application.pdf,114.3,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,3,25812,Physical Education & Life skill Development,Physical Education & Life skill Development.pdf,68.0,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,4,25841,Accounting,Accounting.pdf,67.1,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,4,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,4,29041,Environmental Studies,Environmental Studies.pdf,139.7,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,4,27043,Metallurgy,Metallurgy.pdf,81.6,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,4,28521,Python Progamming,Python Progamming.pdf,60.2,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,5,27053,Advance Welding-I,Advance Welding-I.pdf,182.0,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,5,27051,Fluid Mechanics and Machinaries,Fluid Mechanics and Machinaries.pdf,138.6,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,5,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,6,27065,Plant Engineering and Maintenance,Plant Engineering and Maintenance.pdf,108.5,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,6,27061,Strength of Materials,Strength of Materials.pdf,101.3,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,7,29231,Mechatronics and PLC,Mechatronics and PLC.pdf,156.5,petroleum-and-mining-technology.zip
Petroleum and Mining Technology,7,27075,Production Planing and Controll,Production Planing and Controll.pdf,141.9,petroleum-and-mining-technology.zip
Photogrammetry & Remote Sensing Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,1,25712,English-I,English-I.pdf,242.2,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,1,25911,Mathematics-I,Mathematics-I.pdf,107.4,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,1,25912,Physics-I,Physics-I.pdf,110.1,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,1,25811,Social Science,Social Science.pdf,149.7,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,25721,Bangla-II,Bangla-II.pdf,163.4,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,28511,Computer Office,Computer Office.pdf,114.3,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,25722,English -II,English -II.pdf,160.1,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,25812,Physical Education & Life,Physical Education & Life.pdf,68.0,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,2,25922,Physics -II,Physics -II.pdf,133.4,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,3,25913,Chemestry,Chemestry.pdf,143.9,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,4,25831,Business Communication,Business Communication.pdf,60.6,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,4,26431,Structural Mechanics,Structural Mechanics.pdf,138.2,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,5,25841,Accounting,Accounting.pdf,67.1,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,5,29041,Environmental Studies,Environmental Studies.pdf,139.7,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,6,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,photogrammetry-remote-sensing-technology.zip
Photogrammetry & Remote Sensing Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,photogrammetry-remote-sensing-technology.zip
Power Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,power-technology.zip
Power Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,power-technology.zip
Power Technology,1,25712,English-I,English-I.pdf,242.2,power-technology.zip
Power Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,power-technology.zip
Power Technology,1,25812,Physical Education & Life Skills Development,Physical Education & Life Skills Development.pdf,68.0,power-technology.zip
Power Technology,1,25912,Physics -I,Physics -I.pdf,110.1,power-technology.zip
Power Technology,1,25811,Social Science,Social Science.pdf,149.7,power-technology.zip
Power Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,power-technology.zip
Power Technology,2,26711,Basic Electricity,Basic Electricity.pdf,102.0,power-technology.zip
Power Technology,2,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,power-technology.zip
Power Technology,2,25913,Chemistry,Chemistry.pdf,143.9,power-technology.zip
Power Technology,2,28511,Computer Office Application,Computer Office Application.pdf,114.3,power-technology.zip
Power Technology,2,25722,English-II,English-II.pdf,160.1,power-technology.zip
Power Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,power-technology.zip
Power Technology,2,27121,Power Equipment Management & Safety,Power Equipment Management & Safety.pdf,54.5,power-technology.zip
Power Technology,3,26811,Basic Electronics,Basic Electronics.pdf,101.4,power-technology.zip
Power Technology,3,27012,Machine Shop Practice- I,Machine Shop Practice- I.pdf,111.4,power-technology.zip
Power Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,power-technology.zip
Power Technology,3,25922,Physics-II,Physics-II.pdf,133.4,power-technology.zip
Power Technology,3,27231,RAC Cycles & Components,RAC Cycles & Components.pdf,89.8,power-technology.zip
Power Technology,4,25841,Accounting,Accounting.pdf,67.1,power-technology.zip
Power Technology,4,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,power-technology.zip
Power Technology,4,27043,Metallurgy,Metallurgy.pdf,81.6,power-technology.zip
Power Technology,4,28567,Progamming in C,Progamming in C.pdf,143.8,power-technology.zip
Power Technology,5,27053,Advanced Welding-I Automotive,Advanced Welding-I Automotive.pdf,182.0,power-technology.zip
Power Technology,5,25831,Business Communication,Business Communication.pdf,60.6,power-technology.zip
